,Q_HC,T_op,T_ext,Q_H,Q_C
2009-05-10 02:00:00,0.0,17.748268710806848,7.15,0.0,0.0
2009-05-10 03:00:00,0.0,17.61553759585047,6.6,0.0,0.0
2009-05-10 04:00:00,0.0,17.490467220472773,6.25,0.0,0.0
2009-05-10 05:00:00,6853.1545229552785,20.0,6.19,6853.1545229552785,0.0
2009-05-10 06:00:00,5271.493251295827,20.0,6.79,5271.493251295827,0.0
2009-05-10 07:00:00,5848.487416610854,20.0,8.31,5848.487416610854,0.0
2009-05-10 08:00:00,5381.558935172368,20.0,10.67,5381.558935172368,0.0
2009-05-10 09:00:00,5047.87873316307,20.0,12.07,5047.87873316307,0.0
2009-05-10 10:00:00,4699.450116962259,20.0,13.38,4699.450116962259,0.0
2009-05-10 11:00:00,4310.046298164068,20.0,14.69,4310.046298164068,0.0
2009-05-10 12:00:00,3956.6045760023276,20.0,15.45,3956.6045760023276,0.0
2009-05-10 13:00:00,3595.8163306969373,20.0,16.24,3595.8163306969373,0.0
2009-05-10 14:00:00,3463.61647884451,20.000000000000007,15.79,3463.61647884451,0.0
2009-05-10 15:00:00,3634.429942348842,19.999999999999996,15.11,3634.429942348842,0.0
2009-05-10 16:00:00,3531.9323612730086,20.000000000000004,14.59,3531.9323612730086,0.0
2009-05-10 17:00:00,3677.155523010669,19.999999999999993,13.01,3677.155523010669,0.0
2009-05-10 18:00:00,3983.163140624106,20.0,11.77,3983.163140624106,0.0
2009-05-10 19:00:00,4167.860095103035,20.0,10.88,4167.860095103035,0.0
2009-05-10 20:00:00,4353.970004084253,20.000000000000004,10.13,4353.970004084253,0.0
2009-05-10 21:00:00,3712.080662264487,20.000000000000007,10.3,3712.080662264487,0.0
2009-05-10 22:00:00,3866.947261343544,19.999999999999996,9.27,3866.947261343544,0.0
2009-05-10 23:00:00,0.0,18.462015904954598,8.42,0.0,0.0
2009-05-11 00:00:00,0.0,18.038353058025447,7.64,0.0,0.0
2009-05-11 01:00:00,0.0,17.854839292092606,7.2,0.0,0.0
2009-05-11 02:00:00,0.0,17.699879574136293,6.58,0.0,0.0
2009-05-11 03:00:00,0.0,17.570843219192447,6.27,0.0,0.0
2009-05-11 04:00:00,0.0,17.44728429003541,6.0,0.0,0.0
2009-05-11 05:00:00,7000.45829102998,20.0,5.48,7000.45829102998,0.0
2009-05-11 06:00:00,5630.941559015181,20.0,5.75,5630.941559015181,0.0
2009-05-11 07:00:00,6339.045676124425,20.000000000000004,8.11,6339.045676124425,0.0
2009-05-11 08:00:00,6230.507164884231,20.0,8.87,6230.507164884231,0.0
2009-05-11 09:00:00,5812.428895390471,20.0,10.62,5812.428895390471,0.0
2009-05-11 10:00:00,5510.196411257353,20.0,11.61,5510.196411257353,0.0
2009-05-11 11:00:00,5172.555765207511,20.0,12.68,5172.555765207511,0.0
2009-05-11 12:00:00,4845.22325515019,20.0,13.57,4845.22325515019,0.0
2009-05-11 13:00:00,4597.924067833926,19.999999999999996,13.63,4597.924067833926,0.0
2009-05-11 14:00:00,4435.944409284909,20.0,13.39,4435.944409284909,0.0
2009-05-11 15:00:00,4547.748056172185,20.0,12.8,4547.748056172185,0.0
2009-05-11 16:00:00,4669.093025288768,20.0,12.4,4669.093025288768,0.0
2009-05-11 17:00:00,4744.5094082304495,20.0,10.74,4744.5094082304495,0.0
2009-05-11 18:00:00,4934.407058690804,20.0,9.67,4934.407058690804,0.0
2009-05-11 19:00:00,5129.057270336621,20.000000000000004,8.99,5129.057270336621,0.0
2009-05-11 20:00:00,5154.8143337221245,20.0,9.37,5154.8143337221245,0.0
2009-05-11 21:00:00,4497.2994291968835,20.0,8.73,4497.2994291968835,0.0
2009-05-11 22:00:00,4613.485706157027,20.000000000000004,8.03,4613.485706157027,0.0
2009-05-11 23:00:00,0.0,18.179742960095258,7.16,0.0,0.0
2009-05-12 00:00:00,0.0,17.695862213971118,6.42,0.0,0.0
2009-05-12 01:00:00,0.0,17.49558925725703,5.94,0.0,0.0
2009-05-12 02:00:00,0.0,17.359223427875342,5.72,0.0,0.0
2009-05-12 03:00:00,0.0,17.23832636613016,5.59,0.0,0.0
2009-05-12 04:00:00,0.0,17.118675875929593,5.37,0.0,0.0
2009-05-12 05:00:00,8903.740592946611,20.0,5.21,8903.740592946611,0.0
2009-05-12 06:00:00,7164.84597076999,20.0,5.33,7164.84597076999,0.0
2009-05-12 07:00:00,6757.061055141767,20.0,7.01,6757.061055141767,0.0
2009-05-12 08:00:00,6444.481292163837,20.0,8.16,6444.481292163837,0.0
2009-05-12 09:00:00,6125.185095206713,19.999999999999996,10.01,6125.185095206713,0.0
2009-05-12 10:00:00,5766.889570431555,20.0,11.43,5766.889570431555,0.0
2009-05-12 11:00:00,5366.320438605295,20.0,12.82,5366.320438605295,0.0
2009-05-12 12:00:00,5023.186049421298,20.0,13.44,5023.186049421298,0.0
2009-05-12 13:00:00,4714.629439939011,20.0,14.09,4714.629439939011,0.0
2009-05-12 14:00:00,4477.445104604045,20.0,14.51,4477.445104604045,0.0
2009-05-12 15:00:00,4498.740389336086,20.0,14.41,4498.740389336086,0.0
2009-05-12 16:00:00,4263.980568947367,20.0,14.54,4263.980568947367,0.0
2009-05-12 17:00:00,4299.262848838966,20.0,14.16,4299.262848838966,0.0
2009-05-12 18:00:00,4493.098366373411,20.0,12.77,4493.098366373411,0.0
2009-05-12 19:00:00,4656.926442016991,20.0,11.57,4656.926442016991,0.0
2009-05-12 20:00:00,4684.5903890026675,20.0,11.7,4684.5903890026675,0.0
2009-05-12 21:00:00,4864.584183482679,20.0,10.74,4864.584183482679,0.0
2009-05-12 22:00:00,5038.044100463381,20.0,9.79,5038.044100463381,0.0
2009-05-12 23:00:00,0.0,18.311092695391732,8.89,0.0,0.0
2009-05-13 00:00:00,0.0,17.864865188363844,8.2,0.0,0.0
2009-05-13 01:00:00,0.0,17.676815203199112,7.56,0.0,0.0
2009-05-13 02:00:00,0.0,17.542405386795302,7.03,0.0,0.0
2009-05-13 03:00:00,0.0,17.413744513625517,6.39,0.0,0.0
2009-05-13 04:00:00,0.0,17.28230472878523,5.69,0.0,0.0
2009-05-13 05:00:00,8531.756015027777,20.0,4.95,8531.756015027777,0.0
2009-05-13 06:00:00,6970.5130952871705,20.0,4.61,6970.5130952871705,0.0
2009-05-13 07:00:00,6522.6850729848165,20.0,6.71,6522.6850729848165,0.0
2009-05-13 08:00:00,5971.118491950615,20.0,9.76,5971.118491950615,0.0
2009-05-13 09:00:00,5645.988109032119,20.000000000000004,11.69,5645.988109032119,0.0
2009-05-13 10:00:00,5279.081106862517,20.0,13.07,5279.081106862517,0.0
2009-05-13 11:00:00,4923.110414356251,20.000000000000004,14.05,4923.110414356251,0.0
2009-05-13 12:00:00,4612.081848817948,20.000000000000004,14.46,4612.081848817948,0.0
2009-05-13 13:00:00,4234.735542732866,20.0,15.31,4234.735542732866,0.0
2009-05-13 14:00:00,3999.648727818676,20.0,15.43,3999.648727818676,0.0
2009-05-13 15:00:00,3810.9744237789296,20.0,15.59,3810.9744237789296,0.0
2009-05-13 16:00:00,3690.592227370769,20.0,15.24,3690.592227370769,0.0
2009-05-13 17:00:00,3690.0800193299824,20.0,14.89,3690.0800193299824,0.0
2009-05-13 18:00:00,3891.512797785946,20.0,14.06,3891.512797785946,0.0
2009-05-13 19:00:00,4031.6096030441054,20.000000000000004,12.82,4031.6096030441054,0.0
2009-05-13 20:00:00,4061.857058465173,20.000000000000004,12.97,4061.857058465173,0.0
2009-05-13 21:00:00,4244.967721538304,20.0,12.0,4244.967721538304,0.0
2009-05-13 22:00:00,4414.3924387554825,19.999999999999996,11.09,4414.3924387554825,0.0
2009-05-13 23:00:00,0.0,18.51413497148046,10.19,0.0,0.0
2009-05-14 00:00:00,0.0,18.112624428857256,9.42,0.0,0.0
2009-05-14 01:00:00,0.0,17.93371126913995,8.61,0.0,0.0
2009-05-14 02:00:00,0.0,17.794047833431264,7.7,0.0,0.0
2009-05-14 03:00:00,0.0,17.66483308100183,7.01,0.0,0.0
2009-05-14 04:00:00,0.0,17.536734850863972,6.4,0.0,0.0
2009-05-14 05:00:00,7782.992700129682,20.0,5.83,7782.992700129682,0.0
2009-05-14 06:00:00,6448.755810787218,20.0,5.71,6448.755810787218,0.0
2009-05-14 07:00:00,5870.98560293097,20.0,8.21,5870.98560293097,0.0
2009-05-14 08:00:00,5350.927283002364,20.0,11.03,5350.927283002364,0.0
2009-05-14 09:00:00,4995.997022699926,19.999999999999996,13.14,4995.997022699926,0.0
2009-05-14 10:00:00,4644.006480720548,20.0,14.38,4644.006480720548,0.0
2009-05-14 11:00:00,4248.226745780354,20.0,15.64,4248.226745780354,0.0
2009-05-14 12:00:00,3881.1990180107287,19.999999999999996,16.36,3881.1990180107287,0.0
2009-05-14 13:00:00,3591.8039766450624,20.000000000000004,16.69,3591.8039766450624,0.0
2009-05-14 14:00:00,3648.4978957282783,20.0,16.39,3648.4978957282783,0.0
2009-05-14 15:00:00,3692.275367528047,19.999999999999993,16.06,3692.275367528047,0.0
2009-05-14 16:00:00,3483.256829326268,20.0,15.64,3483.256829326268,0.0
2009-05-14 17:00:00,3593.4456880512657,20.0,14.25,3593.4456880512657,0.0
2009-05-14 18:00:00,3724.399142695963,20.000000000000007,13.39,3724.399142695963,0.0
2009-05-14 19:00:00,3878.5464661672836,20.0,12.4,3878.5464661672836,0.0
2009-05-14 20:00:00,3903.1602300614527,20.0,12.71,3903.1602300614527,0.0
2009-05-14 21:00:00,4050.7011245038866,20.0,12.08,4050.7011245038866,0.0
2009-05-14 22:00:00,4209.193435609126,19.999999999999996,11.3,4209.193435609126,0.0
2009-05-14 23:00:00,0.0,18.585268665905794,10.43,0.0,0.0
2009-05-15 00:00:00,0.0,18.19718922118981,9.58,0.0,0.0
2009-05-15 01:00:00,0.0,18.016061940041965,8.57,0.0,0.0
2009-05-15 02:00:00,0.0,17.87841801477163,7.75,0.0,0.0
2009-05-15 03:00:00,0.0,17.74697703120087,6.98,0.0,0.0
2009-05-15 04:00:00,0.0,17.617148688662645,6.34,0.0,0.0
2009-05-15 05:00:00,7565.022564003384,20.0,5.82,7565.022564003384,0.0
2009-05-15 06:00:00,6254.937481461399,20.0,5.55,6254.937481461399,0.0
