Date/Time,ZONE SURFACE NORTH:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE NORTH:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE NORTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE EAST:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE EAST:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE EAST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE SOUTH:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE SOUTH:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE SOUTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE WEST:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE WEST:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE WEST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE ROOF:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE ROOF:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE ROOF:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 1:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SUBSURFACE 1:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SUBSURFACE 1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Beam Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Diffuse Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Beam Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Diffuse Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SUBSURFACE 2:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SUBSURFACE 2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Beam Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Diffuse Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Beam Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Diffuse Solar Radiation Energy [J](Hourly),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Operative Temperature [C](Hourly),ZONE ONE:Zone Air System Sensible Heating Energy [J](Hourly),ZONE ONE:Zone Air System Sensible Cooling Energy [J](Hourly) 
 07/14  05:00:00,5.4,0.25,39.80479880648785,4.050000000000001,0.25,73.67635572047686,0.0,0.0,4.953940899185151,0.0,0.0,4.953940899185151,12.0,0.25,10.667061664975668,0.0,0.0,4.953940899185151,19.13212581352672,0.0,19.13212581352672,68875.65292869619,0.0,68875.65292869619,0.0,0.0,4.953940899185151,19.13212581352672,0.0,19.13212581352672,68875.65292869619,0.0,68875.65292869619,22.797022809747165,22.73684719584415,0.0,0.0 
 07/14  06:00:00,21.6,1.0,252.81208723389554,16.200000000000003,1.0,590.679739776834,0.0,0.0,45.5730441447058,0.0,0.0,45.5730441447058,48.0,1.0,138.10412663706134,0.0,0.0,45.5730441447058,176.00315224296168,0.0,176.00315224296168,633611.348074662,0.0,633611.348074662,0.0,0.0,45.5730441447058,176.00315224296168,0.0,176.00315224296168,633611.348074662,0.0,633611.348074662,22.721259342376197,22.771011572998624,0.0,0.0 
 07/14  07:00:00,21.6,1.0,234.51720830572512,16.200000000000003,1.0,809.4617681563432,0.0,0.0,73.9988421973004,0.0,0.0,73.9988421973004,48.0,1.0,319.0880561319233,0.0,0.0,73.9988421973004,285.7836190994794,0.0,285.7836190994794,1028821.0287581256,0.0,1028821.0287581256,0.0,0.0,73.9988421973004,285.7836190994794,0.0,285.7836190994794,1028821.0287581256,0.0,1028821.0287581256,24.055067843447233,24.114899322153345,0.0,0.0 
 07/14  08:00:00,16.200000000000003,0.75,146.95466114989776,16.200000000000003,1.0,861.749396610995,2.4000000000000004,0.25,100.24144802050796,0.0,0.0,100.21950975275757,48.0,1.0,510.21628746507355,1.5,0.25,100.24144802050796,387.0570367460569,0.0000067629095896874715,387.0570299831473,1393405.3322858047,0.024346474522874896,1393405.3079393303,1.5,0.25,100.24144802050796,387.0570367460569,0.0000067629095896874715,387.0570299831473,1393405.3322858047,0.024346474522874896,1393405.3079393303,26.17795312823769,26.23519908163651,0.0,57507.94106827696 
 07/14  09:00:00,0.0,0.0,119.92580007548234,16.200000000000003,1.0,808.9177435982601,9.600000000000001,1.0,195.86466985578969,0.0,0.0,119.92580007548234,48.0,1.0,687.9030216191422,6.0,1.0,195.86466985578969,534.6046097637932,44.634740226357124,489.96986953743607,1924576.5951496554,160685.06481488567,1763891.53033477,6.0,1.0,195.86466985578969,534.6046097637932,44.634740226357124,489.96986953743607,1924576.5951496554,160685.06481488567,1763891.53033477,26.9999894864482,27.82522401547407,0.0,1556944.6849079626 
 07/14  10:00:00,0.0,0.0,135.17604914946173,16.200000000000003,1.0,668.9319069816564,9.600000000000001,1.0,316.32852871220655,0.0,0.0,135.17604914946173,48.0,1.0,833.9772996637074,6.0,1.0,316.32852871220655,833.6783080604262,260.14269802986826,573.535610030558,3001241.9090175345,936513.7129075257,2064728.1961100083,6.0,1.0,316.32852871220655,833.6783080604262,260.14269802986826,573.535610030558,3001241.9090175345,936513.7129075257,2064728.1961100083,26.999999999663572,28.932456518318315,0.0,4488786.438385185 
 07/14  11:00:00,0.0,0.0,139.98908915265798,16.200000000000003,1.0,478.28372226211576,9.600000000000001,1.0,399.00016859218584,0.0,0.0,139.98908915265798,48.0,1.0,934.9507321314497,6.0,1.0,399.00016859218584,1148.893347819562,534.8762900318624,614.0170577876996,4136016.0521504236,1925554.6441147048,2210461.408035719,6.0,1.0,399.00016859218584,1148.893347819562,534.8762900318624,614.0170577876996,4136016.0521504236,1925554.6441147048,2210461.408035719,26.999999999999822,29.878738323505686,0.0,7676580.06481687 
 07/14  12:00:00,0.0,0.0,140.36757922463573,16.200000000000003,1.0,250.19308880625573,9.600000000000001,1.0,438.65953044446894,0.0,0.0,140.36757922463573,48.0,1.0,982.2307320965671,6.0,1.0,438.65953044446894,1330.971063193299,703.286335871823,627.6847273214762,4791495.827495877,2531830.809138563,2259665.018357314,6.0,1.0,438.65953044446894,1330.971063193299,703.286335871823,627.6847273214762,4791495.827495877,2531830.809138563,2259665.018357314,26.999999999999993,30.561642966366342,0.0,10326224.442433655 
 07/14  13:00:00,0.0,0.0,126.1009469326491,0.0,0.0,126.1009469326491,9.600000000000001,1.0,380.26317726889505,16.200000000000003,1.0,225.61177455022204,48.0,1.0,831.6571483797833,6.0,1.0,380.26317726889505,1173.9117976043087,570.5367716802414,603.3750259240676,4226082.471375512,2053932.3780488688,2172150.093326643,6.0,1.0,380.26317726889505,1173.9117976043087,570.5367716802414,603.3750259240676,4226082.471375512,2053932.3780488688,2172150.093326643,27.0,30.789273553340298,0.0,11405685.003249615 
 07/14  14:00:00,0.0,0.0,95.31678186706417,0.0,0.0,95.31678186706417,9.600000000000001,1.0,124.44914525434771,16.200000000000003,1.0,126.09554802602376,48.0,1.0,240.29567614842006,6.0,1.0,124.44914525434771,451.9855380800036,44.072734066995196,407.91280401300844,1627147.9370880132,158661.8426411827,1468486.0944468305,6.0,1.0,124.44914525434771,451.9855380800036,44.072734066995196,407.91280401300844,1627147.9370880132,158661.8426411827,1468486.0944468305,27.0,30.0332977673151,0.0,8875223.017821232 
 07/14  15:00:00,0.0,0.0,80.5393504677418,0.0,0.0,80.5393504677418,9.600000000000001,1.0,82.6132023115695,16.200000000000003,1.0,86.59576464290552,48.0,1.0,158.16123654590587,6.0,1.0,82.6132023115695,316.0906598499987,1.985160375141823,314.10549947485697,1137926.3754599956,7146.577350510562,1130779.7981094848,6.0,1.0,82.6132023115695,316.0906598499987,1.985160375141823,314.10549947485697,1137926.3754599956,7146.577350510562,1130779.7981094848,27.0,29.278616464725154,0.0,6298197.778338842 
 07/14  16:00:00,0.0,0.0,65.42488228002745,0.0,0.0,65.42488228002745,9.600000000000001,1.0,67.81055823454516,16.200000000000003,1.0,117.20014947835395,48.0,1.0,147.24226653996254,6.0,1.0,67.81055823454516,256.04457045427984,0.38943781472105365,255.6551326395588,921760.4536354074,1401.9761329957933,920358.4775024116,6.0,1.0,67.81055823454516,256.04457045427984,0.38943781472105365,255.6551326395588,921760.4536354074,1401.9761329957933,920358.4775024116,27.0,28.791998317491874,0.0,4706174.581582774 
 07/14  17:00:00,21.6,1.0,111.44351954773035,0.0,0.0,91.85915370006988,0.0,0.0,91.85915370006988,16.200000000000003,1.0,353.63956307709634,48.0,1.0,263.8091792209435,0.0,0.0,91.85915370006988,354.76016397428185,0.0,354.76016397428185,1277136.5903074145,0.0,1277136.5903074145,0.0,0.0,91.85915370006988,354.76016397428185,0.0,354.76016397428185,1277136.5903074145,0.0,1277136.5903074145,27.0,28.692900072033034,0.0,4139395.481388697 
 07/14  18:00:00,21.6,1.0,89.81714256552114,0.0,0.0,53.0196395398375,0.0,0.0,53.0196395398375,16.200000000000003,1.0,221.12162241694529,48.0,1.0,133.76331812475826,0.0,0.0,53.0196395398375,204.7619127694594,0.0,204.7619127694594,737142.8859700537,0.0,737142.8859700537,0.0,0.0,53.0196395398375,204.7619127694594,0.0,204.7619127694594,737142.8859700537,0.0,737142.8859700537,27.000000000000004,28.400098166866684,0.0,3180593.557213377 
